adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001120193-18-000012	1120193	NASDAQ, INC.	6200	US	NY	NEW YORK	10006	ONE LIBERTY PLAZA		2124018700	US	NY	NEW YORK	10006	ONE LIBERTY PLAZA		US	DE	521165937	NASDAQ OMX GROUP, INC.	20080227	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 16:02:00.0	0	1	ndaq-20180930.xml	1	
0001120370-18-000036	1120370	BROADWIND ENERGY, INC.	3360	US	IL	CICERO	60804	3240 S. CENTRAL AVENUE		708-780-4800	US	IL	CICERO	60804	3240 S. CENTRAL AVENUE		US	DE	880409160	TOWER TECH HOLDINGS INC.	20060210	4-NON	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 11:57:00.0	0	1	bwen-20180930.xml	1	
0001120970-18-000038	1120970	COMSTOCK MINING INC.	1040	US	NV	VIRGINIA CITY,	89440	1200 AMERICAN FLAT ROAD		775-847-5272	US	NV	VIRGINIA CITY,	89440	P.O. BOX 1118		US	NV	650955118	GOLDSPRING INC	20040730	4-NON	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-29 18:15:00.0	0	1	lode-20180930.xml	1	
0001121484-18-000092	1121484	OIL STATES INTERNATIONAL, INC	3533	US	TX	HOUSTON	77002	THREE ALLEN CENTER	333 CLAY STREET, SUITE 4620	713-652-0582	US	TX	HOUSTON	77002	THREE ALLEN CENTER	333 CLAY STREET, SUITE 4620	US	DE	760476605	OIL STATES INTERNATIONAL INC	20000808	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:47:00.0	0	1	ois-20180930.xml	1	
0001121702-18-000039	1121702	YIELD10 BIOSCIENCE, INC.	3080	US	MA	WOBURN	01801	19 PRESIDENTIAL WAY	SUITE 201	617-583-1700	US	MA	WOBURN	01801	19 PRESIDENTIAL WAY	SUITE 201	US	DE	043158289	METABOLIX, INC.	20060717	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:09:00.0	0	1	yten-20180930.xml	1	
0001121781-18-000061	1089319	FREESTONE RESOURCES, INC.	3533	US	TX	ENNIS	75119	101 W. AVE D	101 W. AVE D	972 875-8427	US	TX	ENNIS	75119	101 W. AVE D	101 W. AVE D	US	NV	330880427	ICHARGEIT INC	19991215	4-NON	0	0630	10-K/A	20180630	2018	FY	20181026	2018-10-26 11:44:00.0	0	1	fsnrob-20180630.xml	1	
0001121781-18-000063	924515	GUIDED THERAPEUTICS INC	3845	US	GA	NORCROSS	30092	5835 PEACHTREE CORNERS EAST	SUITE D	7702428723	US	GA	NORCROSS	30092	5835 PEACHTREE CORNERS EAST	SUITE D	US	DE	582029543	SPECTRX INC	19970226	4-NON	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 11:47:00.0	0	1	gthp-20180930.xml	1	
0001121781-18-000066	1111741	DYNARESOURCE INC	1000	US	TX	IRVING	75039	222 W. LAS COLINAS BLVD	STE 744 EAST TOWER	9728689066	US	TX	IRVING	75039	222 W. LAS COLINAS BLVD	STE 744 EAST TOWER	US	DE	941589426	DYNA RESOURCE INC	20000412	4-NON	0	1231	10-Q	20180930	2018	Q3	20181114	2018-11-14 12:24:00.0	0	1	dynr-20180930.xml	1	
0001121781-18-000074	1089319	FREESTONE RESOURCES, INC.	3533	US	TX	ENNIS	75119	101 W. AVE D	101 W. AVE D	972 875-8427	US	TX	ENNIS	75119	101 W. AVE D	101 W. AVE D	US	NV	330880427	ICHARGEIT INC	19991215	4-NON	0	0630	10-Q	20180930	2019	Q1	20181119	2018-11-19 14:13:00.0	0	1	fsnrob-20180930.xml	1	
0001122304-18-000153	1122304	AETNA INC /PA/	6324	US	CT	HARTFORD	06156	151 FARMINGTON AVENUE		8602730123	US	CT	HARTFORD	06156	151 FARMINGTON AVENUE		US	PA	232229683	AETNA U S HEALTHCARE INC	20000822	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 06:53:00.0	0	1	aet-20180930.xml	1	
0001122388-18-000046	1122388	ELLIE MAE INC	7372	US	CA	PLEASANTON	94588	4420 ROSEWOOD DRIVE, SUITE 500		925-227-2082	US	CA	PLEASANTON	94588	4420 ROSEWOOD DRIVE, SUITE 500		US	DE	000000000			1-LAF	0	1231	10-Q/A	20180331	2018	Q1	20181108	2018-11-08 16:05:00.0	0	1	elli-20180331.xml	1	
0001122388-18-000047	1122388	ELLIE MAE INC	7372	US	CA	PLEASANTON	94588	4420 ROSEWOOD DRIVE, SUITE 500		925-227-2082	US	CA	PLEASANTON	94588	4420 ROSEWOOD DRIVE, SUITE 500		US	DE	000000000			1-LAF	0	1231	10-Q/A	20180630	2018	Q2	20181108	2018-11-08 16:08:00.0	0	1	elli-20180630.xml	1	
0001122388-18-000048	1122388	ELLIE MAE INC	7372	US	CA	PLEASANTON	94588	4420 ROSEWOOD DRIVE, SUITE 500		925-227-2082	US	CA	PLEASANTON	94588	4420 ROSEWOOD DRIVE, SUITE 500		US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:11:00.0	0	1	elli-20180930.xml	1	
0001122904-18-000269	1122904	NETGEAR, INC	3661	US	CA	SAN JOSE	95134	350 EAST PLUMERIA DRIVE		4089078000	US	CA	SAN JOSE	95134	350 EAST PLUMERIA DRIVE		US	DE	770419172	NETGEAR INC	20000828	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 16:54:00.0	0	1	ntgr-20180930.xml	1	
0001122976-18-000029	1122976	POLYONE CORP	2821	US	OH	AVON LAKE	44012	POLYONE CENTER	33587 WALKER ROAD	440-930-1000	US	OH	AVON LAKE	44012	POLYONE CENTER	33587 WALKER ROAD			341730488			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 09:22:00.0	0	1	pol-20180930.xml	1	
0001123360-18-000042	1123360	GLOBAL PAYMENTS INC	7389	US	GA	ATLANTA	30326	3550 LENOX ROAD		7708298030	US	GA	ATLANTA	30326	3550 LENOX ROAD		US	GA	582567903			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 09:23:00.0	0	1	gpn-20180930.xml	1	
0001123852-18-000014	1123852	NORTHERN STATES POWER CO	4931	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		6123305500	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		US	MN	411967505			4-NON	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-26 16:37:00.0	0	1	nspm-20180930.xml	1	
0001124610-18-000045	1124610	VMWARE, INC.	7372	US	CA	PALO ALTO	94304	3401 HILLVIEW AVENUE		(650) 427-5000	US	CA	PALO ALTO	94304	3401 HILLVIEW AVENUE		US	DE	943292913	VMWARE INC	20000923	1-LAF	0	0131	10-Q	20181031	2019	Q3	20181210	2018-12-10 16:13:00.0	0	1	vmw-20181102.xml	1	
0001124796-18-000042	1124796	NLIGHT, INC.	3674	US	WA	VANCOUVER	98665	5408 NE 88TH STREET	BUILDING E	360-566-4460	US	WA	VANCOUVER	98665	5408 NE 88TH STREET	BUILDING E	US	DE	912066376	NLIGHT PHOTONICS CORP	20000925	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:52:00.0	0	1	lasr-20180930.xml	1	
0001125345-18-000097	1125345	MACROGENICS INC	2834	US	MD	ROCKVILLE	20850	9704 MEDICAL CENTER DRIVE		301-251-5172	US	MD	ROCKVILLE	20850	9704 MEDICAL CENTER DRIVE		US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:06:00.0	0	1	mgnx-20180930_htm.xml	1	
0001125376-18-000162	1125376	ENSIGN GROUP, INC	8051	US	CA	MISSION VIEJO	92691	27101 PUERTA REAL, SUITE 450		(949) 487-9500	US	CA	MISSION VIEJO	92691	27101 PUERTA REAL, SUITE 450				330861263	ENSIGN GROUP INC	20000930	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:06:00.0	0	1	ensg-20180930.xml	1	
0001125920-18-000020	1125920	SHUTTERFLY INC	7384	US	CA	REDWOOD CITY	94065	2800 BRIDGE PARKWAY		650-610-5200	US	CA	REDWOOD CITY	94065	2800 BRIDGE PARKWAY				943330068			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 17:25:00.0	0	1	sfly-20180930_htm.xml	1	
0001126234-18-000140	1126234	NEWLINK GENETICS CORP	2834	US	IA	AMES	50010	2503 SOUTH LOOP DRIVE	SUITE 5100	515-296-5555	US	IA	AMES	50010	2503 SOUTH LOOP DRIVE	SUITE 5100			421491350			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 17:08:00.0	0	1	nlnk-20180930_htm.xml	1	
0001126956-18-000065	1126956	SPIRE INC	4924	US	MO	ST LOUIS	63101	700 MARKET STREET		3143420500	US	MO	ST LOUIS	63101	700 MARKET STREET		US	MO	742976504	LACLEDE GROUP INC	20001024	1-LAF	1	0930	10-K	20180930	2018	FY	20181115	2018-11-15 13:56:00.0	0	1	lg-20180930.xml	3	3146 57183
0001126975-18-000128	1126975	MAGELLAN MIDSTREAM PARTNERS LP	4610	US	OK	TULSA	74172	ONE WILLIAMS CENTER, MD 28-1		918 574 7000	US	OK	TULSA	74172	ONE WILLIAMS CENTER, MD 28-1		US	DE	731599053	WILLIAMS ENERGY PARTNERS L P	20001024	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 15:59:00.0	0	1	mmp-20180930.xml	1	
0001127371-18-000121	1127371	CENTRAL VALLEY COMMUNITY BANCORP	6022	US	CA	FRESNO	93720	7100 N. FINANCIAL DRIVE, #101		559-323-3433	US	CA	FRESNO	93720	7100 N. FINANCIAL DRIVE, #101		US	CA	770539125			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:39:00.0	0	1	cvcy-20180930.xml	1	
0001127855-18-000204	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20160731	2017	Q2	20181004	2018-10-04 15:21:00.0	0	1	stwc-20160731.xml	1	
0001127855-18-000210	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20161031	2017	Q3	20181005	2018-10-05 16:50:00.0	0	1	stwc-20161031.xml	1	
0001127855-18-000214	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-K	20170131	2017	FY	20181009	2018-10-05 19:54:00.0	0	1	stwc-20170131.xml	1	
0001127855-18-000216	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20170430	2018	Q1	20181009	2018-10-05 19:59:00.0	0	1	stwc-20170430.xml	1	
0001127855-18-000218	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20170731	2018	Q2	20181009	2018-10-09 07:18:00.0	0	1	stwc-20170731.xml	1	
0001127855-18-000220	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-K	20180131	2018	FY	20181009	2018-10-09 07:46:00.0	0	1	stwc-20180131.xml	1	
0001127855-18-000222	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20171031	2018	Q3	20181009	2018-10-09 08:02:00.0	0	1	stwc-20171031.xml	1	
0001127855-18-000224	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20180430	2019	Q1	20181009	2018-10-09 09:50:00.0	0	1	stwc-20180430.xml	1	
0001127855-18-000228	1400683	STWC. HOLDINGS, INC.	8742	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	(303) 736-2442	US	CO	LAKEWOOD	80215	1350 INDEPENDENCE ST.	SUITE 300	US	UT	208980078	STRAINWISE, INC.	20141008	5-SML	0	0131	10-Q	20180731	2019	Q2	20181009	2018-10-09 13:36:00.0	0	1	stwc-20180731.xml	1	
0001127855-18-000236	1575858	PUREBASE CORP	7380	US	CA	YUBA CITY	95993	1670 SIERRA AVENUE	SUITE 402	(530) 676-7873	US	CA	YUBA CITY	95993	1670 SIERRA AVENUE	SUITE 402	US	NV	272060863	PORT OF CALL ONLINE INC.	20130502	5-SML	0	1130	10-Q	20180831	2018	Q3	20181011	2018-10-10 18:59:00.0	0	1	pubc-20180831.xml	1	
0001128361-18-000043	1128361	HOPE BANCORP INC	6021	US	CA	LOS ANGELES	90010	3200 WILSHIRE BLVD	SUITE 1400	2136391700	US	CA	LOS ANGELES	90010	3200 WILSHIRE BLVD	SUITE 1400			954849715	BBCN BANCORP INC	20111207	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:22:00.0	0	1	hope-20180930.xml	1	
0001129260-18-000030	1129260	VOCERA COMMUNICATIONS, INC.	3669	US	CA	SAN JOSE	95126-3495	525 RACE STREET	SUITE 150	408-882-5100	US	CA	SAN JOSE	95126-3495	525 RACE STREET	SUITE 150			943354663	VOCERA COMMUNICATIONS INC	20001204	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:11:00.0	0	1	vcra-20180930.xml	1	
0001129542-18-000012	1129542	VECTREN UTILITY HOLDINGS INC	4932	US	IN	EVANSVILLE	47708	ONE VECTREN SQUARE		8124914000	US	IN	EVANSVILLE	47708	ONE VECTREN SQUARE		US	IN	352104850			4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-13 14:14:00.0	0	1	avu-20180930.xml	1	
0001130310-18-000023	1130310	CENTERPOINT ENERGY INC	4911	US	TX	HOUSTON	77002	1111 LOUISIANA ST.		7132073000	US	TX	HOUSTON	77002	1111 LOUISIANA ST.		US	TX	740694415	RELIANT ENERGY REGCO INC	20001220	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 06:25:00.0	0	1	cnp-20180930.xml	3	1042773 48732
0001130464-18-000053	1130464	BLACK HILLS CORP /SD/	4911	US	SD	RAPID CITY	57709	7001 MT RUSHMORE RD	PO BOX 1400	6057212343	US	SD	RAPID	57709	7001 MT RUSHMORE RD	PO BOX 1400	US	SD	460458824	BLACK HILLS HOLDING CORP	20001222	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 17:29:00.0	0	1	bkh-20180930.xml	1	
0001130713-18-000071	1130713	OVERSTOCK.COM, INC	5961	US	UT	MIDVALE	84047	799 W. COLISEUM WAY		8019473100	US	UT	MIDVALE	84047	799 W. COLISEUM WAY		US	DE	870634302	OVERSTOCK COM INC	20001227	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 07:48:00.0	0	1	ostk-20180930.xml	1	
0001131096-18-000214	1131096	ATHENAHEALTH INC	7389	US	MA	WATERTOWN	02472	311 ARSENAL STREET		617-402-1000	US	MA	WATERTOWN	02472	311 ARSENAL STREET		US	DE	043387530			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:28:00.0	0	1	athn-20180930.xml	1	
0001131227-18-000037	1131227	HORNBECK OFFSHORE SERVICES INC /LA	4400	US	LA	COVINGTON	70433	103 NORTHPARK BOULEVARD	SUITE 300	9857272000	US	LA	COVINGTON	70433	103 NORTHPARK BOULEVARD	SUITE 300	US	DE	721375844	HORNBECK LEEVAC MARINE SERVICES INC	20010104	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 10:28:00.0	0	1	hos-20180930.xml	1	
0001131554-18-000083	1131554	SYNCHRONOSS TECHNOLOGIES INC	7371	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD		866-620-3940	US	NJ	BRIDGEWATER	08807	200 CROSSING BOULEVARD				061594540			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:39:00.0	0	1	sncr-20180930.xml	1	
0001133311-18-000038	1133311	TRAVELZOO	7373	US	NY	NEW YORK	10022	590 MADISON AVENUE	37TH FLOOR	2124844900	US	NY	NEW YORK	10022	590 MADISON AVENUE	37TH FLOOR	US	DE	364415727	TRAVELZOO INC	20010126	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181101	2018-10-31 18:46:00.0	0	1	tzoo-20180930.xml	1	
0001133421-18-000048	1133421	NORTHROP GRUMMAN CORP /DE/	3812	US	VA	FALLS CHURCH	22042	2980 FAIRVIEW PARK DRIVE	C/O NORTHROP GRUMMAN CORP	703-280-2900	US	VA	FALLS CHURCH	22042	2980 FAIRVIEW PARK DRIVE	C/O NORTHROP GRUMMAN CORP			800640649	NNG INC	20010129	1-LAF	1	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 06:36:00.0	0	1	noc-20180930.xml	1	
0001136261-18-000279	65770	MICROVISION, INC.	3679	US	WA	REDMOND	98052	6244 185TH AVENUE NE, SUITE 100		425-936-6847	US	WA	REDMOND	98052	6244 185TH AVENUE NE, SUITE 100		US	DE	911600822	MICROVISION INC	19960724	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-25 20:23:00.0	0	1	mvis-20180930.xml	1	
0001136261-18-000295	1023731	8X8 INC /DE/	7374	US	CA	SAN JOSE	95131	2125 O'NEL DRIVE		4087271885	US	CA	SAN JOSE	95131	2125 O'NEL DRIVE		US	DE	770142404	NETERGY NETWORKS INC	20000912	1-LAF	0	0331	10-Q	20180930	2019	Q2	20181108	2018-11-07 17:38:00.0	0	1	eght-20180930.xml	1	
0001136261-18-000308	1024126	PERNIX THERAPEUTICS HOLDINGS, INC.	2834	US	NJ	MORRISTOWN	07960	10 NORTH PARK PLACE	SUITE 201	(862) 260-8457	US	NJ	MORRISTOWN	07960	10 NORTH PARK PLACE	SUITE 201	US	MD	330724736	GOLF TRUST OF AMERICA INC	19961002	4-NON	0	1231	10-Q	20180930	2018	Q3	20181113	2018-11-09 18:58:00.0	0	1	ptx-20180930.xml	1	
0001136261-18-000312	1477246	S&W SEED CO	0100	US	CA	SACRAMENTO	95814	106 K STREET, SUITE 300		559 884 2535	US	CA	SACRAMENTO	95814	106 K STREET, SUITE 300		US	NV	271275784			4-NON	0	0630	10-Q	20180930	2019	Q1	20181113	2018-11-13 06:33:00.0	0	1	sanw-20180930.xml	1	
0001136352-18-000015	1136352	CRESTWOOD EQUITY PARTNERS LP	5960	US	TX	HOUSTON	77002	811 MAIN STREET	SUITE 3400	832-519-2200	US	TX	HOUSTON	77002	811 MAIN STREET	SUITE 3400	US	DE	431918951	INERGY L P	20010307	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 16:46:00.0	0	1	ceqp-20180930.xml	2	1304464
0001136893-18-000058	1136893	FIDELITY NATIONAL INFORMATION SERVICES, INC.	7389	US	FL	JACKSONVILLE	32204	601 RIVERSIDE AVENUE		904-438-6365	US	FL	JACKSONVILLE	32204	601 RIVERSIDE AVENUE				371490331	CERTEGY INC	20010607	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 16:21:00.0	0	1	fis-20180930.xml	1	
0001137411-18-000111	1137411	ROCKWELL COLLINS INC	3728	US	IA	CEDAR RAPIDS	52498	400 COLLINS ROAD NE		3192951000							US	DE	522314475			1-LAF	1	0930	10-K	20180930	2018	FY	20181126	2018-11-26 16:10:00.0	0	1	col-20180930.xml	1	
0001137547-18-000038	1137547	UNITED SECURITY BANCSHARES	6021	US	CA	FRESNO	93721	2126 INYO STREET		5592484930	US	CA	FRESNO	93721	2126 INYO STREET		US	CA	912112732			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 15:55:00.0	0	1	ubfo-20180930.xml	1	
0001137774-18-000099	1137774	PRUDENTIAL FINANCIAL INC	6311	US	NJ	NEWARK	07102	751 BROAD ST		9738026000	US	NJ	NEWARK	07102	751 BROAD ST		US	NJ	223703799			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:18:00.0	0	1	pru-20180930.xml	1	
0001138639-18-000100	1138639	INFINERA CORP	3661	US	CA	SUNNYVALE	94089	140 CASPIAN COURT		408-572-5200	US	CA	SUNNYVALE	94089	140 CASPIAN COURT		US	DE	770560433	INFINERA CORP	20030528	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-07 19:40:00.0	0	1	infn-20180929.xml	1	
0001139812-18-000059	1139812	MB FINANCIAL INC /MD	6021	US	IL	CHICAGO	60607	800 WEST MADISON STREET		888-422-6562	US	IL	ROSEMONT	60018	6111 NORTH RIVER ROAD				364460265	MB FINANCIAL INC     /MD	20011115	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:57:00.0	0	1	mbfi-20180930.xml	1	
0001140361-18-040208	1716586	ESTRE AMBIENTAL, INC.	4953	BR		SAO PAULO	04543-900	1830, PRESIDENTE JUSCELINO KUBITSCHEK	AVENUE, TOWER I, 3RD FLOOR ITAIM BIBI	55 11 3709 2300	BR		SAO PAULO	04543-900	1830, PRESIDENTE JUSCELINO KUBITSCHEK	AVENUE, TOWER I, 3RD FLOOR ITAIM BIBI	KY		000000000	BOULEVARD ACQUISITION CORP II CAYMAN HOLDING CO	20170908	4-NON	0	1231	POS AM	20180630	2018	Q2	20181005	2018-10-05 17:28:00.0	0	1	est-20181005.xml	1	
0001140361-18-040576	1077561	CHINA ELITE INFORMATION CO., LTD.	7389	US	NY	NEW YORK	10119	ONE PENN PLAZA	SUITE 4429	2126086500	US	NY	NEW YORK	10007	225 BROADWAY, SUITE 1910		US	DE	113462369	RELOCATE 411 COM INC /	20000204	4-NON	0	1130	10-Q	20180831	2018	Q3	20181015	2018-10-15 06:05:00.0	0	1	cik1077561-20180831.xml	1	
0001140361-18-041086	1677940	BEYONDSPRING INC.	2834	US	NY	NEW YORK	10005	28 LIBERTY STREET	39TH FLOOR	646-528-4184	US	NY	NEW YORK	10005	28 LIBERTY STREET	39TH FLOOR	US	DE	463009483				0	1231	6-K	20180630	2018	Q2	20181023	2018-10-23 09:16:00.0	0	1	bysi-20180630.xml	1	
0001140361-18-041302	1053584	MACATAWA BANK CORP	6022	US	MI	HOLLAND	49424	10753 MACATAWA DRIVE		616-820-1444	US	MI	HOLLAND	49424	10753 MACATAWA DRIVE		US	MI	383391345			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 16:37:00.0	0	1	mcbc-20180930.xml	1	
0001140361-18-041472	1699150	GARDNER DENVER HOLDINGS, INC.	3560	US	WI	MILWAUKEE	53202	222 EAST ERIE STREET, STE 500		414-212-4700	US	WI	MILWAUKEE	53202	222 EAST ERIE STREET, STE 500				462393770			4-NON	0	1231	10-Q	20180930	2018	Q3	20181029	2018-10-29 08:02:00.0	0	1	gdi-20180930.xml	1	
0001140361-18-041606	93389	STANDARD MOTOR PRODUCTS INC	3714	US	NY	LONG ISLAND CITY	11101	37 18 NORTHERN BLVD		7183920200	US	NY	LONG ISLAND CITY	11101	3718 NORTHERN BLVD		US	NY	111362020			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 12:12:00.0	0	1	smp-20180930.xml	1	
0001140361-18-041845	67347	MODINE MANUFACTURING CO	3714	US	WI	RACINE	53403	1500 DEKOVEN AVE		2626361200	US	WI	RACINE	53403	1500 DEKOVEN AVE		US	WI	390482000			1-LAF	0	0331	10-Q	20180930	2019	Q2	20181031	2018-10-31 11:18:00.0	0	1	mod-20180930.xml	1	
0001140361-18-041855	1728205	PIEDMONT LITHIUM LTD	1400	AU		PERTH WA	6000	LEVEL 9, BGC CENTRE, 28 THE ESPLANADE		6189322632	AU		PERTH WA	6000	LEVEL 9, BGC CENTRE, 28 THE ESPLANADE		US	NY	000000000			4-NON	0	0630	20-F	20180630	2018	FY	20181031	2018-10-31 12:30:00.0	0	1	plll-20180630.xml	1	
0001140361-18-041858	1725750	PARINGA RESOURCES LTD	1220	US	IN	EVANSVILLE	47715	SUITE B, 6724 EAST MORGAN AVENUE		8124064400	US	IN	EVANSVILLE	47715	SUITE B, 6724 EAST MORGAN AVENUE		US	NY	000000000			4-NON	0	0630	20-F	20180630	2018	FY	20181031	2018-10-31 12:39:00.0	0	1	pnrl-20180630.xml	1	
0001140361-18-042020	1472091	EDGE THERAPEUTICS, INC.	2834	US	NJ	BERKELEY HEIGHTS	07922	300 CONNELL DRIVE	SUITE 4000	800-208-3343	US	NJ	BERKELEY HEIGHTS	07922	300 CONNELL DRIVE	SUITE 4000	US	DE	264231384			4-NON	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 06:46:00.0	0	1	edge-20180930.xml	1	
0001140361-18-042090	1662253	TIBERIUS ACQUISITION CORP	6770	US	LA	METAIRIE	70002	3601 N INTERSTATE 10 SERVICE RD W		504-881-1060	US	LA	METAIRIE	70002	3601 N INTERSTATE 10 SERVICE RD W		US	DE	810824240			4-NON	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 16:03:00.0	0	1	tibru-20180930.xml	1	
0001140361-18-042127	1015155	CHARLES & COLVARD LTD	3910	US	NC	MORRISVILLE	27560	170 SOUTHPORT DRIVE		9194680399	US	NC	MORRISVILLE	27560	170 SOUTHPORT DRIVE		US	NC	561928817	C3 INC /NC/	19970829	4-NON	0	1231	10-Q	20180930	2019	Q1	20181102	2018-11-01 17:57:00.0	0	1	cthr-20180930.xml	1	
0001140361-18-042215	39311	INDEPENDENT BANK CORP /MI/	6022	US	MI	GRAND RAPIDS	49525	4200 E BELTLINE AVE		8003550641	US	MI	GRAND RAPIDS	49525	4200 E BELTLINE AVE		US	MI	382032782			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 08:11:00.0	0	1	ibcp-20180930.xml	1	
